,,,,,,,,,,,
,241,12100,Fomento del empleo. Complemento de destino,Fomento del empleo. Complemento de destino,,241,1,14067.34,0,14067.34,15803.38
,,,,,,,,,,,
,241,12101,Fomento del empleo. Complemento específico,Fomento del empleo. Complemento específico,,241,1,28562.08,0,28562.08,28295.14
,,,,,,,,,,,
,241,13100,Fomento del empleo. Salario Base,Fomento del empleo. Salario Base,,241,1,26851.44,0,26851.44,23351.64
,,,,,,,,,,,
,241,13102,Fomento del empleo. Otras Remuneraciones,Fomento del empleo. Otras Remuneraciones,,241,1,31178.93,0,31178.93,29641.02
,,,,,,,,,,,
,241,13106,Fomento del empleo. Trienios,Fomento del empleo. Trienios,,241,1,3589.82,0,3589.82,4794.89
,,,,,,,,,,,
,241,14303,Fomento del empleo..Profesorado  Escuela- Taller,Fomento del empleo..Profesorado  Escuela- Taller,,241,1,0,0,0,1877.76
,,,,,,,,,,,
,241,14307,Fomento del empleo..Profesorado Cursos de Formacion para el Empleo,Fomento del empleo..Profesorado Cursos de Formacion para el Empleo,,241,1,0,17000,17000,18031.96
,,,,,,,,,,,
,241,14309,Fomento del empleo..Personal  Insercción Laboral,Fomento del empleo..Personal  Insercción Laboral,,241,1,0,1448015.4,1448015.4,1262103.37
,,,,,,,,,,,
,241,15000,Fomento del empleo. Productividad,Fomento del empleo. Productividad,,241,15,2000,0,2000,0
,,,,,,,,,,,
,241,15100,Fomento del empleo. Gratificaciones,Fomento del empleo. Gratificaciones,,241,15,5500,0,5500,4597.66
,,,,,,,,,,,
,241,20601,Fomento del empleo..Alquiler equipos para procesos información fotocopiadoras,Fomento del empleo..Alquiler equipos para procesos información fotocopiadoras,,241,2,0,0,0,341.16
,,,,,,,,,,,
,241,21301,"Fomento del empleo. Mantenimiento, maquinaria, instalacciones y utillaje","Fomento del empleo. Mantenimiento, maquinaria, instalacciones y utillaje",,241,2,3000,0,3000,566.28
,,,,,,,,,,,
,241,21303,Fomento del empleo. Mantenimiento aparatos elevadores,Fomento del empleo. Mantenimiento aparatos elevadores,,241,2,591.31,0,591.31,284.64
,,,,,,,,,,,
,241,22100,Fomento del empleo. Energía eléctrica,Fomento del empleo. Energía eléctrica,,241,2,6000,0,6000,0
,,,,,,,,,,,
,241,22101,Fomento del empleo..Agua,Fomento del empleo..Agua,,241,2,500,0,500,0
,,,,,,,,,,,
,241,22106,Fomento del empleo. Productos farmacéuticos y material sanitario,Fomento del empleo. Productos farmacéuticos y material sanitario,,241,2,300,0,300,0
,,,,,,,,,,,
,241,22126,Fomento del empleo..Suministros Cursos de Formación para el Empleo,Fomento del empleo..Suministros Cursos de Formación para el Empleo,,241,2,6000,25978.5,31978.5,11694.41
,,,,,,,,,,,
,241,22199,Fomento del empleo. Otros suministros,Fomento del empleo. Otros suministros,,241,2,500,0,500,0
,,,,,,,,,,,
,241,22402,Fomento del empleo. Primas de seguros empleo,Fomento del empleo. Primas de seguros empleo,,241,2,3200,0,3200,0
,,,,,,,,,,,
,241,22408,Fomento del empleo..Seguros para Cursos de Formación para el Empleo,Fomento del empleo..Seguros para Cursos de Formación para el Empleo,,241,2,0,400,400,437.27
,,,,,,,,,,,
,241,22601,Fomento del empleo..Atenciones protocolarias y representativas,Fomento del empleo..Atenciones protocolarias y representativas,,241,2,0,0,0,400
,,,,,,,,,,,
,241,22602,Fomento del empleo. Publicidad y propaganda,Fomento del empleo. Publicidad y propaganda,,241,2,1000,1000,2000,2666.29
,,,,,,,,,,,
,241,22607,Fomento del empleo. Oposiciones y pruebas selectivas,Fomento del empleo. Oposiciones y pruebas selectivas,,241,2,1500,0,1500,0
,,,,,,,,,,,
,241,22630,Fomento del empleo. Promoción del Empleo,Fomento del empleo. Promoción del Empleo,,241,2,20000,0,20000,0
,,,,,,,,,,,
,241,22646,Fomento del empleo..Otros gastos Cursos de Formación para el Empleo,Fomento del empleo..Otros gastos Cursos de Formación para el Empleo,,241,2,12000,12400,24400,0
,,,,,,,,,,,
,241,22650,Fomento del empleo. Formacion personal trabajadores temporales de colaboracion social,Fomento del empleo. Formacion personal trabajadores temporales de colaboracion social,,241,2,4000,0,4000,0
,,,,,,,,,,,
,241,22699,Fomento del empleo. Otros gastos diversos,Fomento del empleo. Otros gastos diversos,,241,2,2000,0,2000,600.49
,,,,,,,,,,,
,241,22715,Fomento del empleo. Limpieza en edificios,Fomento del empleo. Limpieza en edificios,,241,2,12119.58,0,12119.58,11038.4
,,,,,,,,,,,
,241,22729,Fomento del empleo..Transporte actividades,Fomento del empleo..Transporte actividades,,241,2,0,0,0,24829.42
,,,,,,,,,,,
,241,22742,Fomento del empleo..Formación,Fomento del empleo..Formación,,241,2,0,356400,356400,287396.4
,,,,,,,,,,,
,241,23101,Fomento del empleo. Locomoción del personal,Fomento del empleo. Locomoción del personal,,241,2,300,0,300,59.88
,,,,,,,,,,,
,241,62300,Fomento del empleo. Destructoras de papel,Fomento del empleo. Destructoras de papel,,241,62300,660,0,660,0
,,,,,,,,,,,
,311,22400,Protección de la salubridad pública. Primas de seguros,Protección de la salubridad pública. Primas de seguros,,311,2,2500,0,2500,2308.15
,,,,,,,,,,,
,311,22606,"Protección de la salubridad pública Reuniones, conferencias y cursos","Protección de la salubridad pública Reuniones, conferencias y cursos",,311,2,500,0,500,0
,,,,,,,,,,,
,311,22699,Protección de la salubridad pública. Otros gastos diversos,Protección de la salubridad pública. Otros gastos diversos,,311,2,1000,0,1000,350.9
,,,,,,,,,,,
,311,22711,Protección de la salubridad pública. Recogida y control de animales,Protección de la salubridad pública. Recogida y control de animales,,311,2,33335.52,0,33335.52,31590.88
,,,,,,,,,,,
,311,22712,Protección de la salubridad pública Controles higiénico sanitarios,Protección de la salubridad pública Controles higiénico sanitarios,,311,2,2500,0,2500,1690.73
,,,,,,,,,,,
,311,22725,Protección de la salubridad pública.Desinfección desratización y palomas,Protección de la salubridad pública.Desinfección desratización y palomas,,311,2,19000,0,19000,16939.98
,,,,,,,,,,,
,320,12004,Educación. Sueldos del Grupo C2,Educación. Sueldos del Grupo C2,,320,1,16779,0,16779,16757.16
,,,,,,,,,,,
,320,12006,Educación. Trienios,Educación. Trienios,,320,1,1718.4,0,1718.4,1715.85
,,,,,,,,,,,
,320,12100,Educación. Complemento de destino,Educación. Complemento de destino,,320,1,9169.16,0,9169.16,9169.16
,,,,,,,,,,,
,320,12101,Educación. Complemento específico,Educación. Complemento específico,,320,1,17184.16,0,17184.16,17184.16
,,,,,,,,,,,
,320,13000,Educación. Salario Base,Educación. Salario Base,,320,1,7678.58,0,7678.58,9701.47
,,,,,,,,,,,
,320,13002,Educación. Otras remuneraciones,Educación. Otras remuneraciones,,320,1,13867.98,0,13867.98,15229.28
,,,,,,,,,,,
,320,13006,Educación. Trienios,Educación. Trienios,,320,1,1665.76,0,1665.76,1815.71
,,,,,,,,,,,
,320,13100,Educación. Salario Base,Educación. Salario Base,,320,1,80915.52,0,80915.52,75336.73
,,,,,,,,,,,
,320,13106,Educación. Trienios,Educación. Trienios,,320,1,3694.46,0,3694.46,5638.98
,,,,,,,,,,,
,320,15000,Educación..Productividad,Educación..Productividad,,320,15,1610.2,0,1610.2,1449.18
,,,,,,,,,,,
,320,15100,Educación. Gratificaciones,Educación. Gratificaciones,,320,15,966.12,0,966.12,978.19
,,,,,,,,,,,
,320,21206,Educación..Reparación e instalación en colegios,Educación..Reparación e instalación en colegios,,320,2,25000,-13431,11569,11946.82
,,,,,,,,,,,
,320,21301,"Educación. Mant. maquinaria, instal. y utillaje","Educación. Mant. maquinaria, instal. y utillaje",,320,2,8000,0,8000,2981.97
,,,,,,,,,,,
,320,21303,Educación. Mant. aparatos elevadores,Educación. Mant. aparatos elevadores,,320,2,4314.48,0,4314.48,4215.57
,,,,,,,,,,,
,320,22000,Educación. Ordinario no inventariable,Educación. Ordinario no inventariable,,320,2,500,0,500,0
,,,,,,,,,,,
,320,22002,"Educación. Material, informático no inventariable","Educación. Material, informático no inventariable",,320,2,700,0,700,0
,,,,,,,,,,,
,320,22100,Educación. Energía eléctrica,Educación. Energía eléctrica,,320,2,136500,0,136500,118758.24
,,,,,,,,,,,
,320,22101,Educación. Agua,Educación. Agua,,320,2,25000,0,25000,25918.76
,,,,,,,,,,,
,320,22103,Educación. Combustibles y carburantes,Educación. Combustibles y carburantes,,320,2,125000,0,125000,61366.45
,,,,,,,,,,,
,320,22199,Educación. Otros suministros,Educación. Otros suministros,,320,2,12000,0,12000,3513.36
,,,,,,,,,,,
,320,22400,Educación. Primas de seguros,Educación. Primas de seguros,,320,2,31500,0,31500,27139.26
,,,,,,,,,,,
,320,22611,Educación. Taller de cultura enseñanza,Educación. Taller de cultura enseñanza,,320,2,16200,0,16200,10260
,,,,,,,,,,,
,320,22639,Educación. Campañas Escolares,Educación. Campañas Escolares,,320,2,5000,0,5000,0
,,,,,,,,,,,
,320,22655,Educación..Comedor Social en los colegios,Educación..Comedor Social en los colegios,,320,2,0,20000,20000,0
,,,,,,,,,,,
,320,22699,Educación. Otros gastos diversos,Educación. Otros gastos diversos,,320,2,6000,-1873.32,4126.68,4425.03
,,,,,,,,,,,
,320,22715,Educación. Limpieza en edificios,Educación. Limpieza en edificios,,320,2,325000,1863.4,326863.4,298488.96
,,,,,,,,,,,
,320,23101,Educación..Locomoción del personal,Educación..Locomoción del personal,,320,2,0,0,0,15.43
,,,,,,,,,,,
,320,48001,Educación. AMPA IES Secundaria,Educación. AMPA IES Secundaria,,320,48001,7500,0,7500,7411.89
,,,,,,,,,,,
,320,48002,Educación. AMPA Colegio público Las Castañeras,Educación. AMPA Colegio público Las Castañeras,,320,48002,7500,110.12,7610.12,7570.69
,,,,,,,,,,,
,320,48003,Educación. Plan Local Mejora y Extensión Servicios Educativos,Educación. Plan Local Mejora y Extensión Servicios Educativos,,320,48003,40882,0,40882,37577.68
,,,,,,,,,,,
,320,48004,Educación. AMPA Colegio público Fco. de Orellana,Educación. AMPA Colegio público Fco. de Orellana,,320,48004,7500,0,7500,7000.06
,,,,,,,,,,,
,320,48005,Educación. AMPA Colegio público Legazpi,Educación. AMPA Colegio público Legazpi,,320,48005,7500,0,7500,6457
,,,,,,,,,,,
,320,48006,Educación. AMPA Colegio público el Torreón,Educación. AMPA Colegio público el Torreón,,320,48006,7500,0,7500,7500
,,,,,,,,,,,
,320,48017,Educación..AMPA Colegio Los Arenales,Educación..AMPA Colegio Los Arenales,,320,48017,7500,0,7500,4800.87
,,,,,,,,,,,
,320,48019,Educación. AMPA IES  Gonzalo Chacon,Educación. AMPA IES  Gonzalo Chacon,,320,48019,7500,0,7500,4643.33
,,,,,,,,,,,
,320,48021,Educación. AMPA Colegio Pasteur,Educación. AMPA Colegio Pasteur,,320,48021,7500,0,7500,7500
,,,,,,,,,,,
,320,48024,Educación. Subvención  Asociación Scoutt,Educación. Subvención  Asociación Scoutt,,320,48024,2000,0,2000,2000
,,,,,,,,,,,
,320,48025,Educación. Subvenciones  ayudas a comedor,Educación. Subvenciones  ayudas a comedor,,320,48025,20000,-20000,0,0
,,,,,,,,,,,
,320,48026,Educación. Subvenciones Ayudas para Libros,Educación. Subvenciones Ayudas para Libros,,320,48026,20000,0,20000,0
,,,,,,,,,,,
,320,48101,Educación..Premios concursos y certámenes escolares,Educación..Premios concursos y certámenes escolares,,320,48101,1500,0,1500,1139.37
,,,,,,,,,,,
,320,61100,Educación. Reparación e instalación en colegios,Educación. Reparación e instalación en colegios,,320,61100,30000,-6212.93,23787.07,11457.9
,,,,,,,,,,,
,320,61101,Educación..Reparación Colegio Legazpi,Educación..Reparación Colegio Legazpi,,,,0,13431,13431,13431
,,,,,,,,,,,
,320,62302,Educación. Instalación aire acondicionado CAI,Educación. Instalación aire acondicionado CAI,,320,62302,4000,6212.93,10212.93,10212.93
,,,,,,,,,,,
,320,62311,Educación. Instalación alarmas,Educación. Instalación alarmas,,320,62311,11000,0,11000,10199.3
,,,,,,,,,,,
,330,11000,Cultura. Retribuciones básicas,Cultura. Retribuciones básicas,,330,1,28480.8,0,28480.8,28532.9
,,,,,,,,,,,
,330,12004,Cultura. Sueldos del Grupo C2,Cultura. Sueldos del Grupo C2,,330,1,8389.5,0,8389.5,7819.72
,,,,,,,,,,,
,330,12006,Cultura. Trienios,Cultura. Trienios,,330,1,2476.28,0,2476.28,5138.72
,,,,,,,,,,,
,330,12100,Cultura. Complemento de destino,Cultura. Complemento de destino,,330,1,4270.14,0,4270.14,3985.38
,,,,,,,,,,,
,330,12101,Cultura. Complemento específico,Cultura. Complemento específico,,330,1,9661.96,0,9661.96,9558.07
,,,,,,,,,,,
,330,13000,Cultura. Salario Base,Cultura. Salario Base,,330,1,32136.16,0,32136.16,29690.9
,,,,,,,,,,,
,330,13002,Cultura. Otras remuneraciones,Cultura. Otras remuneraciones,,330,1,45085.77,0,45085.77,42747.43
,,,,,,,,,,,
,330,13006,Cultura. Trienios,Cultura. Trienios,,330,1,2899.64,0,2899.64,3091.68
,,,,,,,,,,,
,330,13100,Cultura. Salario Base,Cultura. Salario Base,,330,1,22059.8,0,22059.8,23585.05
,,,,,,,,,,,
,330,13102,Cultura. Otras Remuneraciones,Cultura. Otras Remuneraciones,,330,1,33670.26,0,33670.26,35451.65
,,,,,,,,,,,
,330,13106,Cultura. Trienios,Cultura. Trienios,,330,1,2676.7,0,2676.7,2147.95
,,,,,,,,,,,
,330,20300,"Cultura. Arrend.de maquinaria, instal.y utillaje","Cultura. Arrend.de maquinaria, instal.y utillaje",,330,2,600,0,600,1166.8
,,,,,,,,,,,
,330,20500,"Cultura Alquiler, mobiliario y enseres","Cultura Alquiler, mobiliario y enseres",,330,2,0,0,0,375.1
,,,,,,,,,,,
,330,20608,Cultura. Arrendamiento Sistema Venta de Entradas,Cultura. Arrendamiento Sistema Venta de Entradas,,330,2,1027,0,1027,578.62
,,,,,,,,,,,
,330,21301,"Cultura. Mant. maquinaria, instal. y utillaje","Cultura. Mant. maquinaria, instal. y utillaje",,330,2,8000,0,8000,7494.03
,,,,,,,,,,,
,330,21303,Cultura. Mant. aparatos elevadores,Cultura. Mant. aparatos elevadores,,330,2,6687.32,0,6687.32,6533.87
,,,,,,,,,,,
,330,21600,Cultura. Mant. equipos para procesos de información,Cultura. Mant. equipos para procesos de información,,330,2,4000,0,4000,0
,,,,,,,,,,,
,330,22001,"Cultura. Prensa, revistas, libros y otras publicaciones","Cultura. Prensa, revistas, libros y otras publicaciones",,330,2,0,0,0,182.56
,,,,,,,,,,,
,330,22100,Cultura. Energía eléctrica,Cultura. Energía eléctrica,,330,2,170000,0,170000,108940.34
,,,,,,,,,,,
,330,22101,Cultura. Agua,Cultura. Agua,,330,2,6500,0,6500,6318.54
,,,,,,,,,,,
,330,22103,Cultura. Combustibles y carburantes,Cultura. Combustibles y carburantes,,330,2,60000,0,60000,14157.59
,,,,,,,,,,,
,330,22104,Cultura Vestuario,Cultura Vestuario,,330,2,2000,0,2000,455.74
,,,,,,,,,,,
,330,22199,Cultura. Otros suministros,Cultura. Otros suministros,,330,2,7000,0,7000,1951.57
,,,,,,,,,,,
,330,22400,Cultura. Primas de seguros,Cultura. Primas de seguros,,330,2,5000,0,5000,3376.79
,,,,,,,,,,,
,330,22602,Cultura. Publicidad y propaganda,Cultura. Publicidad y propaganda,,330,2,6075.7,613.3,6689,6109.51
,,,,,,,,,,,
,330,22609,Cultura. Actividades culturales,Cultura. Actividades culturales,,330,2,120000,0,120000,143716.39
,,,,,,,,,,,
,330,22611,Cultura. Taller de cultura enseñanza,Cultura. Taller de cultura enseñanza,,330,2,60000,0,60000,29786.18
,,,,,,,,,,,
,330,22644,Cultura.SGAE Actuaciones Culturales,Cultura.SGAE Actuaciones Culturales,,330,2,6000,0,6000,3876.83
,,,,,,,,,,,
,330,22699,Cultura. Otros gastos diversos,Cultura. Otros gastos diversos,,330,2,14000,0,14000,5975.15
,,,,,,,,,,,
,330,22715,Cultura. Limpieza en edificios,Cultura. Limpieza en edificios,,330,2,47319.42,0,47319.42,44409.98
,,,,,,,,,,,
,330,22728,Cultura. Escuela de Música,Cultura. Escuela de Música,,330,2,176417.14,0,176417.14,136303.69
,,,,,,,,,,,
,330,22749,Cultura.Catalogación libros de la Biblioteca,Cultura.Catalogación libros de la Biblioteca,,330,2,15200,0,15200,0
,,,,,,,,,,,
,330,23101,Cultura Locomoción del personal,Cultura Locomoción del personal,,330,2,500,0,500,0
,,,,,,,,,,,
,330,48007,Cultura. Subvención taller de teatro,Cultura. Subvención taller de teatro,,330,48007,1500,0,1500,1323.16
,,,,,,,,,,,
,330,48008,Cultura. Subvención Coral arroyomolinos,Cultura. Subvención Coral arroyomolinos,,330,48008,7000,0,7000,5312.64
,,,,,,,,,,,
,330,62303,Cultura. Mesa controladora de luces,Cultura. Mesa controladora de luces,,330,62303,5000,0,5000,2904
,,,,,,,,,,,
,330,62304,"Cultura..Maquinaria, instalaciones técnicas y utillaje","Cultura..Maquinaria, instalaciones técnicas y utillaje",,330,62304,0,2625,2625,2621.47
,,,,,,,,,,,
,330,62500,Cultura. Mobiliario,Cultura. Mobiliario,,330,62500,2000,600,2600,2439.2
,,,,,,,,,,,
,330,63301,Cultura. Reposición focos y luces Auditorio Municipal,Cultura. Reposición focos y luces Auditorio Municipal,,330,63301,8000,510,8510,8000
,,,,,,,,,,,
,330,63303,Cultura. Reparación solado escenario y telón de fondo Auditorio Municipal,Cultura. Reparación solado escenario y telón de fondo Auditorio Municipal,,330,63303,10000,-3735,6265,6250.86
,,,,,,,,,,,
,3321,12001,Bibliotecas públicas Sueldos del Grupo A2,Bibliotecas públicas Sueldos del Grupo A2,,3321,1,13425.72,0,13425.72,12906.52
,,,,,,,,,,,
,3321,12003,Bibliotecas públicas Sueldos del Grupo C1,Bibliotecas públicas Sueldos del Grupo C1,,3321,1,20160.56,0,20160.56,16884.74
,,,,,,,,,,,
,3321,12004,Bibliotecas públicas Sueldos del Grupo C2,Bibliotecas públicas Sueldos del Grupo C2,,3321,1,8389.5,0,8389.5,8378.58
,,,,,,,,,,,
,3321,12006,Bibliotecas públicas Trienios,Bibliotecas públicas Trienios,,3321,1,5764.08,0,5764.08,5440.98
,,,,,,,,,,,
,3321,12100,Bibliotecas públicas Complemento de destino,Bibliotecas públicas Complemento de destino,,3321,1,25099.06,0,25099.06,23502.36
,,,,,,,,,,,
,3321,12101,Bibliotecas públicas Complemento específico,Bibliotecas públicas Complemento específico,,3321,1,44090.62,0,44090.62,42549.7
,,,,,,,,,,,
,3321,13100,Bibliotecas públicas Salario Base,Bibliotecas públicas Salario Base,,3321,1,8389.5,0,8389.5,12329.65
,,,,,,,,,,,
,3321,13102,Bibliotecas públicas Otras Remuneraciones,Bibliotecas públicas Otras Remuneraciones,,3321,1,12862.22,0,12862.22,15238.99
,,,,,,,,,,,
,3321,21602,Bibliotecas públicas Mantenimiento Sistema integrado Biblioteca,Bibliotecas públicas Mantenimiento Sistema integrado Biblioteca,,3321,2,8000,0,8000,6218.55
,,,,,,,,,,,
,3321,22000,Bibliotecas públicas Ordinario no inventariable,Bibliotecas públicas Ordinario no inventariable,,3321,2,3000,0,3000,0
,,,,,,,,,,,
,3321,22001,"Bibliotecas públicas Prensa, revistas, libros y otras publicaciones","Bibliotecas públicas Prensa, revistas, libros y otras publicaciones",,3321,2,15000,0,15000,14849.3
,,,,,,,,,,,
,3321,23101,Bibliotecas públicas.Locomoción del personal,Bibliotecas públicas.Locomoción del personal,,3321,2,0,0,0,158.17
,,,,,,,,,,,
,3321,62500,Bibliotecas públicas Mobiliario,Bibliotecas públicas Mobiliario,,3321,62500,2000,1682.09,3682.09,1939.63
,,,,,,,,,,,
,3321,62605,Bibliotecas públicas Adquisición de  Equipos Informaticos,Bibliotecas públicas Adquisición de  Equipos Informaticos,,3321,62605,6000,1937.58,7937.58,2380.07
,,,,,,,,,,,
,3322,12003,Archivos. Sueldos del Grupo C1,Archivos. Sueldos del Grupo C1,,3322,1,10080.28,0,10080.28,9812.84
,,,,,,,,,,,
,3322,12006,Archivos. Trienios,Archivos. Trienios,,3322,1,987.28,0,987.28,965.57
,,,,,,,,,,,
,3322,12100,Archivos. Complemento de destino,Archivos. Complemento de destino,,3322,1,5527.06,0,5527.06,6278.86
,,,,,,,,,,,
,3322,12101,Archivos. Complemento específico,Archivos. Complemento específico,,3322,1,11077.92,0,11077.92,10306.34
,,,,,,,,,,,
,3322,13100,Archivos. Salario Base,Archivos. Salario Base,,3322,1,8389.5,0,8389.5,6540.89
,,,,,,,,,,,
,3322,13102,Archivos. Otras Remuneraciones,Archivos. Otras Remuneraciones,,3322,1,12862.22,0,12862.22,10875.5
,,,,,,,,,,,
,3322,13106,Archivos. Trienios,Archivos. Trienios,,3322,1,751.8,0,751.8,586.1
,,,,,,,,,,,
,3322,21601,Archivos. Mantenimiento Sistema Integrado Archivo,Archivos. Mantenimiento Sistema Integrado Archivo,,3322,2,1650,0,1650,0
,,,,,,,,,,,
,3322,62605,Archivos..Adquisición de  Equipos Informaticos,Archivos..Adquisición de  Equipos Informaticos,,3322,62605,0,9366.61,9366.61,9081.5
,,,,,,,,,,,
,3341,11000,Infancia y Juventud.Retribuciones básicas,Infancia y Juventud.Retribuciones básicas,,3341,1,0,0,0,13337.17
,,,,,,,,,,,
,3341,13000,Infancia y Juventud.Retribuciones básicas,Infancia y Juventud.Retribuciones básicas,,3341,1,8389.5,0,8389.5,11096.4
,,,,,,,,,,,
,3341,13002,Infancia y Juventud.Otras remuneraciones,Infancia y Juventud.Otras remuneraciones,,3341,1,13086.8,0,13086.8,17291.65
,,,,,,,,,,,
,3341,13006,Infancia y Juventud.Trienios,Infancia y Juventud.Trienios,,3341,1,1271.6,0,1271.6,1954.23
,,,,,,,,,,,
,3341,13100,Infancia y Juventud.Salario Base,Infancia y Juventud.Salario Base,,3341,1,64521.71,0,64521.71,60592.71
,,,,,,,,,,,
,3341,13102,Infancia y Juventud.Otras Remuneraciones,Infancia y Juventud.Otras Remuneraciones,,3341,1,88225.63,0,88225.63,73090.22
,,,,,,,,,,,
,3341,13106,Infancia y Juventud.Trienios,Infancia y Juventud.Trienios,,3341,1,6856.72,0,6856.72,4957.63
,,,,,,,,,,,
,3341,15100,Infancia y Juventud.Gratificaciones,Infancia y Juventud.Gratificaciones,,3341,15,2733.01,0,2733.01,1889.89
,,,,,,,,,,,
,3341,20301,Infancia y Juventud Alquiler Material Actividades Recreativas,Infancia y Juventud Alquiler Material Actividades Recreativas,,3341,2,4300,-2420,1880,0
